id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,experienceExige,experienceLibelle,competences,formations,langues,permis,outilsBureautiques,qualitesProfessionnelles,lieuTravail,entreprise,codeNAF,secteurActivite,secteurActiviteLibelle,salaire,qualificationCode,qualificationLibelle,contact,agence,accessibleTH,origineOffre,contexteTravail,date_collecte,source_API,source,category_tag,category_label
5146954925,Data Scientist Informatique Quantique F/H,"Au sein d’Euro-Information, la Quantum Factory a pour mission principale de concevoir, prototyper, intégrer, tester et de mettre à l’échelle les cas d’usage quantiques. Pour cela, elle définit une architecture, intègre et développe des outils et construit les algorithmes quantiques pertinents pour les métiers du groupe. Au sein de l’équipe Quantum Factory, vos missions principales seront : Le développement et l’entraînement d’algorithmes de Quantum Machine Learning (QML) Le développement, le ma…",2025-04-16 07:48:44+00:00,2025-04-16 07:48:44+00:00,,,Data Scientist Informatique Quantique F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Orléans, Loiret', 'latitude': 47.90139, 'longitude': 1.90398, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'EURO-INFORMATION DEVELOPPEMENTS', 'description': None, 'siret': None}",,,,"{'salaireMin': nan, 'salaireMax': nan, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146954925?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146954950,CHEF DE PROJET ENVIRONNEMENT F/H,"Rejoignez TERALIA Conseils et Ingénierie Territoriale  Sous la responsabilité de la Directrice de la société, vous participerez au développement de la structure à travers la prise en charge des missions d'évaluation et de performance environnementales de projets. Vous aurez en charge la gestion complète des projets qui vous seront confiés dans les différentes phases de procédures environnementales. Vous devrez travailler en équipe afin d'intégrer l'ensemble des thématiques inhérentes aux différ…",2025-04-16 07:48:44+00:00,2025-04-16 07:48:44+00:00,,,CHEF DE PROJET ENVIRONNEMENT F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'La Valette-du-Var, Toulon', 'latitude': 43.1768, 'longitude': 5.92563, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'TERALIA', 'description': None, 'siret': None}",,,,"{'salaireMin': nan, 'salaireMax': nan, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146954950?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146954976,Gestionnaire ADV (Gestionnaire des ventes) F/H,"Directement rattaché(e) à la direction de l’entreprise, vous serez l’interlocuteur direct de nos clients, garant de la satisfaction des clients et du taux de service. Vous supervisez l’ensemble des flux de la réception des commandes jusqu’à leur expédition par : Gestion de l’approvisionnement auprès des fournisseurs Gestion des stocks Expédition de marchandises dans les meilleures conditions Suivi des expéditions jusqu'à la livraison chez le client Suivi des formalités documentaires et légales …",2025-04-16 07:48:44+00:00,2025-04-16 07:48:44+00:00,,,Gestionnaire ADV (Gestionnaire des ventes) F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Aubergenville, Mantes-la-Jolie', 'latitude': 48.89329, 'longitude': 1.8647, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'elleboss', 'description': None, 'siret': None}",,,,"{'salaireMin': 32000.0, 'salaireMax': 45000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146954976?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146954966,Acheteur / Group Lead Buyer IT Services F/H,"Description de l'entreprise Acteur majeur de la scène financière européenne et mondiale, le Groupe BNP Paribas a pour mission de contribuer à une économie responsable et durable en finançant et en conseillant ses clients  Nous sommes depuis plusieurs années particulièrement attentifs à ce que notre activité ait un impact positif sur le monde qui nous entoure, aussi bien dans notre fonctionnement qu’à travers les produits et solutions innovants en matière de finance durable que nous proposons à …",2025-04-16 07:48:44+00:00,2025-04-16 07:48:44+00:00,,,Acheteur / Group Lead Buyer IT Services F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Mérignac, Bordeaux', 'latitude': 44.84177, 'longitude': -0.6478, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'Dogfinance', 'description': None, 'siret': None}",,,,"{'salaireMin': nan, 'salaireMax': nan, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146954966?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146953642,Chef de projet technique Data F/H,"Intégré à l'équipe de Sébastien qui pilote l'activité Data &IA chez Expertime (30 personnes), votre mission est de gérer et de délivrer des projets data de bout en bout, en data engineering et en data analyse . Vous interviendrez sur l'ensemble des phases d'un projet : depuis l'analyse des besoins utilisateurs, l'avant-vente, le suivi de la conception et du développement, la participation au delivery etc. jusqu'à la livraison / mise en production dans le cadre des objectifs fixés, en respectant…",2025-04-16 07:48:17+00:00,2025-04-16 07:48:17+00:00,,,Chef de projet technique Data F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Viroflay, Versailles', 'latitude': 48.80232, 'longitude': 2.17081, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'Expertime', 'description': None, 'siret': None}",,,,"{'salaireMin': 45000.0, 'salaireMax': 45000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146953642?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146953640,Ingénieur SysOps F/H,"En tant que SysOps, vous serez en charge de la gestion des infrastructures système et réseau de nos clients. Vous assurerez la disponibilité, la performance et la sécurité des plateformes, en intervenant sur l’automatisation des tâches, la surveillance des systèmes et l’optimisation des ressources. Vous travaillerez en étroite collaboration avec les équipes DevOps et les équipes de développement pour garantir un environnement stable et performant Gérer et administrer les serveurs, les systèmes …",2025-04-16 07:48:17+00:00,2025-04-16 07:48:17+00:00,,,Ingénieur SysOps F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Courbevoie, Nanterre', 'latitude': 48.89683, 'longitude': 2.25651, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': ""SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE"", 'description': None, 'siret': None}",,,,"{'salaireMin': 42000.0, 'salaireMax': 70000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146953640?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146953353,Chef(fe) de produit CRM F/H,"La Banque Postale : Citoyenne ON EST LA SEULE BANQUE CITOYENNE PAR NATURE, AVEC L'AVENIR DEVANT ELLE. Depuis 2006, on connaît un développement qui fait rougir pas mal de nos concurrents. Et on ne compte pas s'arrêter là, alors on recherche des talents, juniors comme seniors, à Paris, à Marseille, à Caen, à Orléans et partout en France. Ça vous dit ? Parmi nos missions au quotidien : Gérer le support de premier niveau de l'équipe des chargés de campagne; Assurer le lien avec les équipes de la DS…",2025-04-16 07:48:10+00:00,2025-04-16 07:48:10+00:00,,,Chef(fe) de produit CRM F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Paris, Ile-de-France', 'latitude': 48.863839, 'longitude': 2.344631, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'Newnet3D', 'description': None, 'siret': None}",,,,"{'salaireMin': 35000.0, 'salaireMax': 36000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146953353?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952987,Développeur Android F/H,"Nous recherchons, actuellement, un développeur Android (F/H) qui effectuera les missions suivantes : Analyser le besoin technique ou fonctionnel Concevoir et développer les applications mobiles et les nouvelles fonctionnalités Développer les tests unitaires Maintenance et amélioration continue De formation BAC5, idéalement en Informatique, vous bénéficiez d’au moins deux ans d’expérience (alternance comprise) sur un poste similaire. Vous avez une bonne connaissance des environnements Android et…",2025-04-16 07:47:44+00:00,2025-04-16 07:47:44+00:00,,,Développeur Android F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Lyon, Rhône', 'latitude': 45.72035, 'longitude': 5.08666, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'VICINITY', 'description': None, 'siret': None}",,,,"{'salaireMin': nan, 'salaireMax': nan, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952987?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952970,DevOps F/H,"Dans le cadre d’une structuration d’équipe, nous recherchons actuellement un DevOps (F/H) qui effectuera les missions suivantes : Concevoir et formaliser l'architecture, rédiger des documentations d'exploitation Installer et mettre en œuvre des solutions de gestion de conteneurs, d'automatisation d'infrastructure, d'intégration & de déploiement continu Conseiller nos clients dans leur démarche DevOps, sur les plans organisationnels et techniques Mettre en œuvre du monitoring et contribuer aux t…",2025-04-16 07:47:43+00:00,2025-04-16 07:47:43+00:00,,,DevOps F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Lyon, Rhône', 'latitude': 45.72035, 'longitude': 5.08666, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'VICINITY', 'description': None, 'siret': None}",,,,"{'salaireMin': nan, 'salaireMax': nan, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952970?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952957,Ingénieur Système et Réseaux F/H,"Actuellement, nous recherchons un Ingénieur Système et Réseaux (F/H) qui effectuera les missions suivantes : Conception et intégration du système d’information Analyse des besoins et proposition des solutions informatiques adéquates Gestion et maintenance quotidienne du réseau et du système d’information Sécurisation et virtualisation des infrastructures Étude et intégration de nouveaux services Veille technologique Support N2/N3 sur l’infrastructure Formation des utilisateurs au fonctionnement…",2025-04-16 07:47:43+00:00,2025-04-16 07:47:43+00:00,,,Ingénieur Système et Réseaux F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Lyon, Rhône', 'latitude': 45.72035, 'longitude': 5.08666, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'VICINITY', 'description': None, 'siret': None}",,,,"{'salaireMin': nan, 'salaireMax': nan, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952957?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952381,Développeur As400 F/H,"Descriptif du poste : Dans le cadre d’un remplacement suite à un départ à la retraite, nous recherchons pour l’un de nos clients dans le domaine des assurances un Développeur AS400 expérimenté. Cette mission longue est basée à Strasbourg, avec la possibilité de 3 jours de télétravail par semaine. Votre mission : - Dans un contexte de transition technologique, vous interviendrez sur : - La maintenance et l’optimisation de l’historique existant jusqu’à la migration vers un nouvel environnement. -…",2025-04-16 07:47:37+00:00,2025-04-16 07:47:37+00:00,,,Développeur As400 F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Strasbourg, Strasbourg-Ville', 'latitude': 48.58293, 'longitude': 7.74375, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'Nina Soler', 'description': None, 'siret': None}",,,,"{'salaireMin': 45000.0, 'salaireMax': 50000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952381?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952386,Ingénieur Python / QA – F/H,"Pour accompagner la croissance de son pôle assurance qualité, AViSTO recherche un(e) ingénieur(e) QA. En tant qu'ingénieur(e) QA, vous effectuez des audits de qualité et de validation tout au long du cycle de livraison. Vos principales missions seront les suivantes : Examen des spécifications et des solutions proposées par l'équipe de livraison Conception, mise en œuvre et maintenance de scénarios de tests. Analyse des tests d'erreurs et propositions de correctifs. Evaluation des risques à part…",2025-04-16 07:47:37+00:00,2025-04-16 07:47:37+00:00,,,Ingénieur Python / QA – F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Grenoble, Isère', 'latitude': 45.19428, 'longitude': 5.73163, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'AVISTO', 'description': None, 'siret': None}",,,,"{'salaireMin': 35000.0, 'salaireMax': 50000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952386?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952389,Account Manager F/H,CE QUE NOUS ALLONS REALISER ENSEMBLE: Votre objectif sera d'assurer un niveau de satisfaction des clients élevé et d'identifier de nouveaux besoins chez nos clients pour leur vendre de nouvelles fonctionnalités liées à notre logiciel de recrutement .Vous aurez à conseiller vos clients avec lesquels vous échangerez sur l'optimisation de l'existant et leur apporter de la visibilité sur nos évolutions existantes ou à prévoir .Vous prendrez en charge un portefeuille de clients existants afin d'iden…,2025-04-16 07:47:37+00:00,2025-04-16 07:47:37+00:00,,,Account Manager F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Versailles, Yvelines', 'latitude': 48.80233, 'longitude': 2.12982, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'Beetween', 'description': None, 'siret': None}",,,,"{'salaireMin': 40000.0, 'salaireMax': 40000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952389?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952371,Conducteur de travaux CVC F/H,"En tant que Conducteur de Travaux CVC, vous serez le garant du bon déroulement des chantiers, de la planification à la réception des travaux : Piloter et organiser les chantiers sur votre secteur, en veillant au respect des délais et de la qualité dexécution. Manager et coordonner les équipes douvriers sur le terrain. Assurer la gestion des moyens humains et matériels nécessaires à chaque projet. Être linterlocuteur privilégié des clients et des promoteurs, garantissant une relation fluide et e…",2025-04-16 07:47:37+00:00,2025-04-16 07:47:37+00:00,,,Conducteur de travaux CVC F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'France', 'latitude': nan, 'longitude': nan, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': ""Mercato de l'emploi"", 'description': None, 'siret': None}",,,,"{'salaireMin': 40000.0, 'salaireMax': 45000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952371?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
5146952343,Responsable support système et réseau F/H,"En tant que Responsable Support de Service, vos responsabilités incluront : 1. Management d'équipe : Encadrer et animer une équipe de 5 techniciens/ administrateurs spécialisés en environnement Microsoft. Identifier les besoins de montée en compétences et proposer des formations adaptées pour l’équipe. Mettre en place une dynamique collaborative et motivante pour atteindre les objectifs. 2. Relation client : Être l’interlocuteur principal des clients pour toutes les questions techniques et de s…",2025-04-16 07:47:37+00:00,2025-04-16 07:47:37+00:00,,,Responsable support système et réseau F/H,permanent,permanent,,,,,,,,[],,,,,,"{'libelle': 'Rillieux-la-Pape, Lyon', 'latitude': 45.83237, 'longitude': 4.87799, 'codePostal': None, 'commune': None, 'pays': 'France'}","{'nom': 'Findyourstaff', 'description': None, 'siret': None}",,,,"{'salaireMin': 40000.0, 'salaireMax': 45000.0, 'devise': 'EUR', 'is_predicted': False}",,,,,,"{'urlOrigine': 'https://www.adzuna.fr/details/5146952343?utm_medium=api&utm_source=df7b4409', 'partenaire': 'Adzuna'}",,,Adzuna,Adzuna,it-jobs,Emplois Informatique
