id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,nombrePostes,experienceExige,experienceLibelle,competences,formations,langues,permis,outilsBureautiques,qualitesProfessionnelles,lieuTravail,entreprise,codeNAF,secteurActivite,secteurActiviteLibelle,salaire,qualificationCode,qualificationLibelle,contact,agence,accessibleTH,origineOffre,contexteTravail,date_collecte,source_API,source,category_tag,category_label
5248581,Technicien en Charpente H/F,"L'agence TEMPORIS Annemasse recherche pour un de ses clients, une entreprise reconnue pour son expertise et son professionnalisme dans le domaine
de la charpente, UN TECHNICIEN EN CHARPENTE (H/F).

Vous êtes passionné par le bois et la construction ? Vous avez une solide expertise technique et souhaitez évoluer au sein d'une entreprise qui
valorise la qualité de ses réalisations ? Rejoignez cette équipe  et donnez un nouvel élan à votre carrière.

Vos missions :
Analyse des plans et préparation technique en atelier

Coordination et suivi de l'assemblage des structures bois

Contrôle de la qualité des matériaux et des réalisations sur chantier

Gestion des outils et machines spécifiques à la charpente

Respect des règles de sécurité et de qualité

Profil recherché :
Expérience de 3 à 5 ans en tant que technicien en charpente

Connaissance approfondie des techniques de charpente, de taille et d'assemblage

Capacité à travailler en autonomie tout en garantissant la qualité des projets

 B  (déplacements sur chantiers)

Ce que nous offrons :
Un poste stable au sein d'une entreprise de renom

Des projets diversifiés et stimulants

Une rémunération attractive selon expérience

Une ambiance de travail conviviale et professionnelle

Si vous vous reconnaissez dans ce profil et souhaitez rejoindre une entreprise de qualité, postulez dès maintenant et venez mettre votre expertise
au service de projets ambitieux.",2025-04-15 16:37:34+00:00,2025-04-15 16:37:34+00:00,M1805,Développeur / Développeuse informatique,Technicien / Technicienne programmation,MIS,Mission intérimaire - 5 Mois,Contrat travail,,,False,1.0,S,Expérience souhaitée de 2 An(s),{},{},{},{},{},{},"{'libelle': '74 - ANNEMASSE', 'latitude': None, 'longitude': None, 'codePostal': '74100', 'commune': '74012', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.20Z,78.0,Activités des agences de travail temporaire,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5247184,Développeur / Développeuse de sécurité des systèmes d'information (H/F),Le / La Développeur(se) informatique conçoit et améliore des systèmes informatiques. Conçoit et développe des applications informatiques selon les besoins des utilisateurs Participe à l'analyse des besoins des clients et propose des solutions techniques adaptées Rédige des documentations techniques et des guides d'utilisation pour les applications développées Assure la maintenance et la mise à jour des systèmes pour garantir leur efficacité et leur sécurité Collabore avec des équipes multidisciplinaires pour intégrer de nouvelles technologies et améliorer les processus de développement Effectue des tests et des validations pour s'assurer de la qualité et de la performance des applications,2025-04-15 15:46:54+00:00,2025-04-15 15:46:54+00:00,M1805,Développeur / Développeuse informatique,Développeur(euse) de sécurité des systèmes d'information,CDD,Contrat à durée déterminée - 12 Mois,Contrat apprentissage,,,True,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '75 - Paris (Dept.', 'latitude': None, 'longitude': None, 'codePostal': None, 'commune': None, 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5246540,Analyste-programmeur / Analyste-programmeuse informatique (H/F),"Votre mission :- Concevoir et développer des modèles d'intelligence artificielle pour résoudre des problématiques métiers (prédictions, analyse d'anomalies, automatisations)&nbsp;
- Optimiser les algorithmes pour garantir leur&nbsp;performance et leur scalabilité dans un environnement opérationnel
- Travailler sur l'ingestion, la transformation et la préparation des données nécessaires aux modèles IA
- Collaborer avec les parties prenantes pour identifier des cas d'usage IA et proposer des solutions adaptées
- Intégrer et déployer les solutions IA dans les processus existants ou via des interfaces (API)
- Garantir la qualité et la maintenance des modèles en production (monitoring, réentraînement, ...)
- Effectuer une veille technologique et recommander les meilleures pratiques et outils pour rester à la pointe dans le domaine de l'IA
- Rédiger des documentations techniques et des guides pour accompagner l'utilisation des solutions mises en place
Titulaire d'un bac+5 ou expérience équivalente dans les domaines suivants :&nbsp;Data Science, Intelligence Artificielle, Informatique,Mathématiques appliquées ou disciplines connexes.
Compétences techniques :&nbsp;Maîtrise des techniques suivantes :- OCR (par exemple Tesseract, Google Vision AI)
- Modèles de classification et prédiction comme Random
- Forest, Gradient Boosting, ou régressions
- Approches de Deep Learning via TensorFlow, PyTorch, ou scikit-learn
- Modèles d'analyse d'images (CNN, OpenCV) et techniques avancées de traitement du langage naturel (NLP)
- Connaissances approfondies en manipulation de données (pandas, NumPy)
- Expérience avec des bases de données relationnelles (MySQL, PostgreSQL) et NoSQL.
- Familiarité avec les outils d'intégration via API REST et de versioning comme Git.
- Esprit d'analyse pour résoudre des problématiques complexes de manière créative.",2025-04-15 15:39:51+00:00,2025-04-15 15:39:51+00:00,M1805,Développeur / Développeuse informatique,Analyste-programmeur / Analyste-programmeuse informatique,MIS,Mission intérimaire - 18 Mois,Contrat travail,,,False,1.0,S,Expérience souhaitée,{},{},{},{},{},{},"{'libelle': 'France', 'latitude': None, 'longitude': None, 'codePostal': None, 'commune': None, 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",78.10Z,78.0,Activités des agences de placement de main-d'œuvre,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5240301,Développeur Android (H/F),"Description du poste :
Lieu : Massy, FranceConstruisons ensemble un avenir de confiance
Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cyber & Digital. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'innovation tels que l'IA, la cybersécurité, le quantique, les technologies du cloud et la 6G. Thales compte près de 81 000 collaborateurs dans 68 pays.
Nos engagements, vos avantages
* Notre savoir-faire technologique***Notre attention portée à l'équilibre des collaborateurs***Un environnement inclusif et bienveillant***Un engagement sociétal et environnemental reconnu (Thales Solidarity, indice CAC 40 ESG.)
Votre quotidienL'activité Systèmes terrestres et aériens basé sur le site de Massy est leader dans les systèmes de commandement et de contrôle des opérations aériennes et les systèmes radars de défense aérienne.
Votre quotidien
Au sein d'une équipe d'ingénieur, vous travaillerez sur un composant logiciel en C++ relatif aux couvertures RADAR. Vous réaliserez l'ensemble des activités de développement logiciel.
Missions :***Analyse des besoins :***- Participer à la collecte des besoins utilisateurs et contribuer à la rédaction des spécifications.***Développement de l'interface graphique :***- Concevoir et développer une interface utilisateur intuitive avec Qt, intégrant un fond cartographique.***Intégration serveur :***- Collaborer avec l'équipe backend pour définir et intégrer les API pour déclencher des calculs et récupérer les résultats.***Affichage des résultats :***- Implémenter des fonctionnalités pour afficher les résultats des calculs dans l'interface graphique.***Tests et validation :***- Écrire des tests unitaires et participer à des tests utilisateurs pour assurer la qualité de l'application.***Méthodologie Agile :***- Participer aux réunions Agile (stand-ups, rétrospectives) et utiliser des outils de gestion de projet pour suivre l'avancement.***Documentation :***- Rédiger la documentation technique pour le code et préparer des guides d'utilisation pour les utilisateurs finaux.
Ces missions permettront à l'alternant d'acquérir des compétences techniques tout en travaillant dans un environnement dynamique.
Votre profil
Vous avez une préparez une formation d'école d'ingénieur ou de master dans le domaine informatique pour une durée de 24 mois et vous avez des aptitudes pour les éléments suivants :***Connaissance Développement Logiciel /C++ /GIT***Connaissances du framework Qt sont un plus***La curiosité, l'autonomie, l'écoute active et le travail en équipe font partie de vos atouts
Le mot de l'équipe :
Vous vous reconnaissez ? Alors vous avez de bonnes chances de vous épanouir dans nos équipes.Thales reconnait tous les talents, la diversité est notre meilleur atout. Postulez et rejoignez-nous !
Thales, entreprise Handi-Engagée, reconnait tous les talents. La diversité est notre meilleur atout. Postulez et rejoignez nous !",2025-04-15 13:51:53+00:00,2025-04-15 13:51:53+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDD,Contrat à durée déterminée - 24 Mois,Contrat apprentissage,,,True,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '91 - MASSY', 'latitude': None, 'longitude': None, 'codePostal': '91300', 'commune': '91377', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5239725,Développeur (H/F),"Description du poste :
Lieu : Cholet, FranceConstruisons ensemble un avenir de confiance
Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cyber & Digital. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de l'innovation tels que l'IA, la cybersécurité, le quantique, les technologies du cloud et la 6G. Thales compte près de 81 000 collaborateurs dans 68 pays.
Nos engagements, vos avantages
* Une réussite portée par notre excellence technologique, votre expérience et notre ambition partagée***Un package de rémunération attractif***Un développement des compétences en continu : parcours de formation, académies et communautés internes***Un environnement inclusif, bienveillant et respectant l'équilibre des collaborateurs***Un engagement sociétal et environnemental reconnu
Votre quotidienEntre Nantes et Angers, proche de la côte Atlantique, notre site de Cholet à dominante R&D et à forte empreinte industrielle, est spécialisé dans les radiocommunications de défense, les systèmes de communications par satellites et les solutions de cybersécurité.
Vous intégrez les équipes en charge de développer et intégrer sur processeurs, des algorithmes de type MODEM avec des contraintes temps-réel. Plus spécifiquement, vous contribuez au développement de produit modem couche physique multi-produits dans le cadre d'un projet V/UHF. Vous avez pour missions principales de :
- Participer à la définition technique des fonctions en équipe via l'agilité scrum,
- Développer les fonctions attendues & les correctifs nécessaires selon les règles en vigueur : test unitaires avec pattern de test, qualimétrie, version native maintenue, note technique à jour.
- Contribuer à la gestion de la dette technique au travers d'une amélioration devops,
- Gérer la cohérence produit au travers de la configuration & les évolutions,
En nous rejoignant, vous serez formé sur les produits Radio et aux processus THALES, notre ambition étant de nous offrir de multiples possibilités d'évolutions de carrière au sein d'une entreprise apprenante.
Votre profil
De formation ingénieur ou équivalent, vous avez une expérience significative en développement logiciel.
Vous avez de l'expérience dans le(s) :
- Langage de programmation orienté objet C++,
- OS temps-réel,
- Déploiement de l'intégration continue,
- Agilité Scrum ou kanban,
On reconnait chez vous un esprit de synthèse et une bonne capacité à gérer la complexité.
Et comme la technique ne fait pas tout, ce qui nous intéresse, c'est avant tout votre potentiel, votre engagement !
Thales reconnait tous les talents, la diversité est notre meilleur atout. Postulez et rejoignez nous !",2025-04-15 13:39:58+00:00,2025-04-15 13:39:58+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 3 An(s),{},{},{},{},{},{},"{'libelle': '49 - CHOLET', 'latitude': None, 'longitude': None, 'codePostal': '49300', 'commune': '49099', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5239607,Développeur Windev (H/F),"Description du poste :
Description
Rejoignez une équipe soudée, où le travail se fait avec sérieux et bienveillance.
Nous recherchons un(e) Développeur(euse) WinDev pour intégrer une équipe à taille humaine, passionnée par la tech, et animée par l'envie de construire des solutions utiles, dans une ambiance conviviale.
Ce qui vous attend chez nous :
Un cadre de travail serein et collaboratif, où vous ne serez jamais seule face à un problème. Vous participerez à des projets concrets, avec de vrais échanges, des idées partagées, et une attention particulière portée à la qualité, mais aussi à la bonne humeur.
Votre quotidien :
- Développement et maintenance d'applications métiers sous WinDev 28
- Participation active aux choix techniques et à l'évolution des modules
- Création d'interfaces simples, efficaces, pensées pour les utilisateurs
- Écriture d'un code propre, lisible et bien structuré
- Tests, débogage, intégration, suivi... vous êtes impliqué(e) de A à Z
-Travail en lien direct avec vos collègues développeurs, chefs de projet, utilisateurs
Réunions d'équipe régulières pour avancer ensemble et célébrer les réussites
Rémunération : 22000€ à 35000€ brut /an selon profil.
Localisation : Amiens (80).
Type de contrat : CDI.
Date de début : Au plus tôt.
Horaires de la mission : Temps plein (35h) du lundi au vendredi entre 9h et 18h00.
Description du profil :
Profil
- Vous avez une expérience significative dans le développement d'applications sous Windev (version 19 et supérieures).
- Vous maîtrisez les bases de données relationnelles (ex. : SQL Server, MySQL, PostgreSQL).
- Vous avez une bonne connaissance de l'environnement de développement Windev Mobile.
- Vous savez travailler en équipe et êtes capable de vous adapter aux besoins des utilisateurs.
- Vous êtes rigoureux(se), autonome et avez un bon esprit d'analyse.
- Des compétences en Webdev ou WinDev Mobile sont un plus.
- Vous êtes curieux(se) et motivé(e) pour évoluer dans un environnement technologique en constante évolution.
Compétences techniques :
- Windev (v19 et plus)
- Maîtrise des concepts de développement logiciel (architecture, performances, tests)",2025-04-15 13:37:38+00:00,2025-04-15 13:37:38+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 3 An(s),{},{},{},{},{},{},"{'libelle': '80 - AMIENS', 'latitude': None, 'longitude': None, 'codePostal': '80000', 'commune': '80021', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5238238,Développeur Javascript (H/F),"Description du poste :
Rejoignez un spécialiste du digital et prenez part à des projets modernes et innovants !
LEA Recrutement présente, pour le compte de notre partenaire, une nouvelle offre d'emploi.
Nous accompagnons notre client, très belle référence dans le monde du digital, à recruter un Lead Développeur FS Javascript H/F en CDI à Montpellier.
La confidentialité de votre candidature est assurée.
Vous intégrez une entreprise de 200 collaborateurs qui accompagne, avec passion et excellence, ses clients sur des projets ambitieux, sur-mesure et variés.
Vos missions :
Sous la méthodologie Agile Scrum, vous développez des projets web, mobiles et IoT autour de l'écosystème Node.js, React et Vue :***Conception d'applications full JavaScript, JS/mobile et backend IoT
* Déploiement d'environnements de travail sous Docker et CI
* Support et troubleshooting
* Documentation et évangélisation des pratiques
* Veille technologique
* Contribution à la communauté Open Source
* Jouer le rôle de guide technique auprès de votre équipe dont la taille varie en fonction des projets et de vos appétences
Environnement techno : Node.js/Nest.js, React/Next, Vue/Nuxt, React Native, Flutter, Gitlab, Docker, Ansible, AWS/GCP/Azure, Elasticsearch Redis, PostgreSQL, etc.
Avantages :***Tickets restaurant
* Mutuelle
* Primes
* Flexibilité
Proche de ses collaborateurs, la bienveillance, le goût du défi et l'accompagnement sont au cœur de l'ADN de cette entreprise.Coup de cœur garanti ! Postulez !
LEA Recrutement
Description du profil :
Votre profil :***Féru de DevOps et d'Agilité
* Vous êtes passionné par l'écosystème JavaScript, Node.js et l'Open Source et avez des expériences réussis en ce sens,
* Vous êtes pédagogue et avez à cœur d'accompagner techniquement une équipe, la faire grandir et lui transmettre,
* Vous appréciez le contact client, défendre vos choix techniques et les vulgariser.",2025-04-15 13:02:07+00:00,2025-04-15 13:02:07+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 1 An(s),{},{},{},{},{},{},"{'libelle': '34 - MONTPELLIER', 'latitude': None, 'longitude': None, 'codePostal': '34000', 'commune': '34172', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': 'Annuel de 45000,00 Euros à 60000,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5237974,Développeur ERP (H/F),"Description du poste :
Rattaché à la Responsable Informatique, vous contribuez à la mise en œuvre et au maintien opérationnel de l'ERP :
Vous maîtrisez le domaine de la logistique / production. Vous apportez assistance et paramétrez les nouveaux composants de l'ERP pour répondre aux évolutions souhaitées dans le respect des normes et procédures.
Pour ce faire, vos missions vont s'articuler autour de trois axes principaux :
Analyser les besoins métiers et documenter :
- Effectuer l'analyse fonctionnelle des besoins et déterminer les interfaces nécessaires entre l'ERP et le reste du système d'information.
- Prototyper en collaboration avec l'éditeur les solutions envisagées.
- Accompagner les métiers en l'orientant vers le standard de la solution INFOR et justifier les écarts le cas échéant.
Paramétrer, documenter et maintenir l'ERP :
- Adapter et paramétrer les éléments de l'ERP en collaboration avec les référents métiers et IT.
- Modéliser les processus métier selon le fonctionnement de la solution.
- Identifier et traiter les dysfonctionnements constatés.
- Effectuer la maintenance corrective.
- Participer à la réalisation des supports de formation des utilisateurs.
- Rédiger et maintenir la documentation associée.
Qualifier et tester :
- Élaborer les jeux d'essais pour les tests unitaires et d'intégration.
- Participer aux tests unitaires internes et des développements fournis.
Ce poste est à pourvoir dans le cadre d'un CDI. La rémunération est à négocier en fonction de votre expérience
Description du profil :
De formation Bac+3 à Bac+5 en informatique, vous justifiez d'une première expérience dans la gestion de projets informatiques et notamment sur un ou plusieurs ERP en industrie. Vous avez travaillé sous .NET et Angular.
Votre capacité de compréhension et d'intervention auprès des utilisateurs et votre connaissance de la maîtrise des applications et des logiciels dans un environnement ERP seront les atouts de votre réussite.
Au-delà de vos compétences métiers, vous êtes bon communicant, à l'écoute, pédagogue et motivé. Egalement rigoureux et reconnu pour votre capacité à prendre du recul et à analyser des situations et agir rapidement.",2025-04-15 12:57:35+00:00,2025-04-15 12:57:35+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 1 An(s),{},{},{},{},{},{},"{'libelle': '67 - HAGUENAU', 'latitude': None, 'longitude': None, 'codePostal': '67500', 'commune': '67180', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': 'Annuel de 40000,00 Euros à 50000,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5237561,Développeur SQL (H/F),"Description du poste :
Sous la responsabilité de l'Engineering Manager et du Directeur du Développement Logiciel, vous participez à la conception, au développement et au déploiement du Device Manager afin d'enrichir et améliorer nos solutions. Le Device Manager est un agent déployé sur tous les équipements du parc. C'est un composant critique qui a pour responsabilités :***L'application des stratégies de configuration et de sécurité,
* Le déploiement d'applications bureautiques et pédagogiques,
* La mesure de l'usage et l'instrumentation,
* Le diagnostic et la correction à distance des anomalies,
* Le contrôle de l'usage par l'enseignant pendant la classe (verrouillage, écran déporté.).
Selon la méthode Scrum, vous participez activement à l'élaboration des User Stories (descriptions de fonctionnalités) et estimez le temps et les ressources nécessaires pour les réaliser. Sous la supervision du Lead Windows ainsi que du PO et du Scrum Master et en collaboration avec les autres membres de l'équipe, vous développez les fonctionnalités sur le Device Manager. Vous corrigez les défauts identifiés dans les applications. Vous réalisez la documentation technique.
Vous participez à l'évolution des outils et des méthodes de l'usine de développement logiciel.***Parcours d'intégration et un suivi de carrière individualisé,
* Possibilité d'évolution, mobilité interne et développement des compétences via la formation dans une entreprise en croissance,
* Tickets restaurant Swile,
* Prime de vacances et participation,
* Bureaux modernes et spacieux,
* Ping-pong, terrasse en rooftop, salle de sport, des espaces détente avec canapés, télé pour « gamer », espace « silence », événements et afterwork.
Description du profil :
Vous avez au moins 5 ans d'expérience en développement .NET ou Windows. Vous intégrez les fonctionnalités développées dans les applications et la chaîne de production logicielle. Vous réalisez la documentation technique de vos productions en anglais et n'hésitez pas à rétro-documenter l'existant.
Vous maîtrisez les outils et méthodes correspondants : Langage C#, Classes .NET de base, Protocole http, SQL (les bases), Programmation Orientée Objet, Visual Studio et Git. Les plus : API Win32 (surtout pour le fenêtrage, le threading et la sécurité), un langage système (C, Rust, C++.), API COM, Frameworks WPF, Windows Forms.",2025-04-15 12:51:56+00:00,2025-04-15 12:51:56+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,E,Expérience exigée de 3 An(s),{},{},{},{},{},{},"{'libelle': '92 - NEUILLY SUR SEINE', 'latitude': None, 'longitude': None, 'codePostal': '92200', 'commune': '92051', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': 'Annuel de 60000,00 Euros à 70000,00 Euros', 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
5237107,Développeur JAVA (H/F),"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Atos recherche actuellement des profils :***Concevoir et développer des applications en Java
* Participer à l'analyse des besoins et à la rédaction des spécifications
* Optimiser les performances des applications
* Travailler suivant la méthodologie des projets (Agile, Cycle en V, etc.)
* Mettre en place des tests automatisés
* Assurer la sécurité des applications
* Collaborer avec les équipes de développement front-end et DevOps
* Participer à des projets de migration et d'intégration
* Contribuer à la documentation technique et à la revue de code
* Assurer une veille technologique et une amélioration continue",2025-04-15 12:46:59+00:00,2025-04-15 12:46:59+00:00,M1805,Développeur / Développeuse informatique,Développeur / Développeuse informatique,CDI,Contrat à durée indéterminée,Contrat travail,,,False,1.0,D,Débutant accepté,{},{},{},{},{},{},"{'libelle': '57 - METZ', 'latitude': None, 'longitude': None, 'codePostal': '57000', 'commune': '57463', 'pays': 'France', 'area': None}","{'nom': None, 'description': None, 'logo': None, 'url': None, 'siret': None}",,,,"{'libelle': None, 'commentaire': None, 'complement1': None, 'complement2': None, 'salaireMin': None, 'salaireMax': None, 'periode': None, 'devise': 'EUR', 'is_predicted': None}",,,,,False,"{'urlOrigine': None, 'partenaire': 'France Travail', 'adref': None}","{'horaires': None, 'conditionsExercice': None}",2025-04-15 21:23:30,France Travail,,,
