ID_LIEU,CODE_POSTAL,VILLE,DEPARTEMENT,REGION,PAYS,LATITUDE,LONGITUDE,POPULATION
6224,17160,Brie-sous-Matha,Charente-Maritime,Nouvelle-Aquitaine,France,45.8187,-0.2527,170.0
6225,17120,Brie-sous-Mortagne,Charente-Maritime,Nouvelle-Aquitaine,France,45.5021,-0.7381,238.0
6226,17800,Brives-sur-Charente,Charente-Maritime,Nouvelle-Aquitaine,France,45.6666,-0.4568,219.0
6227,17770,Brizambourg,Charente-Maritime,Nouvelle-Aquitaine,France,45.8048,-0.4702,978.0
6228,17160,La Brousse,Charente-Maritime,Nouvelle-Aquitaine,France,45.9006,-0.3684,516.0
6229,17770,Burie,Charente-Maritime,Nouvelle-Aquitaine,France,45.778,-0.4294,1337.0
6230,17100,Bussac-sur-Charente,Charente-Maritime,Nouvelle-Aquitaine,France,45.7906,-0.6259,1313.0
6231,17210,Bussac-Forêt,Charente-Maritime,Nouvelle-Aquitaine,France,45.1928,-0.3774,1079.0
6232,17430,Cabariot,Charente-Maritime,Nouvelle-Aquitaine,France,45.9318,-0.8492,1470.0
6233,17520,Celles,Charente-Maritime,Nouvelle-Aquitaine,France,45.6098,-0.384,326.0
6234,17270,Cercoux,Charente-Maritime,Nouvelle-Aquitaine,France,45.1273,-0.2144,1289.0
6235,17800,Chadenac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5473,-0.4512,526.0
6236,17890,Chaillevette,Charente-Maritime,Nouvelle-Aquitaine,France,45.7316,-1.0682,1652.0
6237,17290,Chambon,Charente-Maritime,Nouvelle-Aquitaine,France,46.1091,-0.8413,985.0
6238,17130,Chamouillac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3058,-0.4605,369.0
6239,17500,Champagnac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4324,-0.3785,493.0
6240,17620,Champagne,Charente-Maritime,Nouvelle-Aquitaine,France,45.8321,-0.9154,637.0
6241,17240,Champagnolles,Charente-Maritime,Nouvelle-Aquitaine,France,45.509,-0.6462,687.0
6242,17430,Champdolent,Charente-Maritime,Nouvelle-Aquitaine,France,45.9135,-0.7797,419.0
6243,17610,Chaniers,Charente-Maritime,Nouvelle-Aquitaine,France,45.734,-0.5566,3634.0
6244,17380,Chantemerle-sur-la-Soie,Charente-Maritime,Nouvelle-Aquitaine,France,45.9723,-0.6483,214.0
6245,17100,La Chapelle-des-Pots,Charente-Maritime,Nouvelle-Aquitaine,France,45.7627,-0.5367,1007.0
6246,17230,Charron,Charente-Maritime,Nouvelle-Aquitaine,France,46.2933,-1.0737,2014.0
6247,17130,Chartuzac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3374,-0.4154,164.0
6248,17480,Le Château-d'Oléron,Charente-Maritime,Nouvelle-Aquitaine,France,45.8786,-1.2182,4359.0
6249,17340,Châtelaillon-Plage,Charente-Maritime,Nouvelle-Aquitaine,France,46.0738,-1.0804,6440.0
6250,17210,Chatenet,Charente-Maritime,Nouvelle-Aquitaine,France,45.2995,-0.2874,217.0
6251,17130,Chaunac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3592,-0.3605,70.0
6252,17600,Le Chay,Charente-Maritime,Nouvelle-Aquitaine,France,45.6409,-0.8995,836.0
6253,17120,Chenac-Saint-Seurin-d'Uzet,Charente-Maritime,Nouvelle-Aquitaine,France,45.4964,-0.8214,595.0
6254,17210,Chepniers,Charente-Maritime,Nouvelle-Aquitaine,France,45.2487,-0.3247,694.0
6255,17610,Chérac,Charente-Maritime,Nouvelle-Aquitaine,France,45.7102,-0.4473,1135.0
6256,17470,Cherbonnières,Charente-Maritime,Nouvelle-Aquitaine,France,45.9656,-0.3411,340.0
6257,17460,Chermignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.6912,-0.6784,1274.0
6258,17210,Chevanceaux,Charente-Maritime,Nouvelle-Aquitaine,France,45.3012,-0.2032,1087.0
6259,17510,Chives,Charente-Maritime,Nouvelle-Aquitaine,France,45.9526,-0.1216,309.0
6260,17520,Cierzac,Charente-Maritime,Nouvelle-Aquitaine,France,45.561,-0.3118,321.0
6261,17290,Ciré-d'Aunis,Charente-Maritime,Nouvelle-Aquitaine,France,46.041,-0.9346,1560.0
6262,17500,Clam,Charente-Maritime,Nouvelle-Aquitaine,France,45.4928,-0.4425,405.0
6263,17220,Clavette,Charente-Maritime,Nouvelle-Aquitaine,France,46.1444,-1.0354,1423.0
6264,17270,Clérac,Charente-Maritime,Nouvelle-Aquitaine,France,45.1734,-0.2376,1026.0
6265,17240,Clion,Charente-Maritime,Nouvelle-Aquitaine,France,45.473,-0.5096,847.0
6266,17600,La Clisse,Charente-Maritime,Nouvelle-Aquitaine,France,45.7317,-0.7544,744.0
6267,17360,La Clotte,Charente-Maritime,Nouvelle-Aquitaine,France,45.1175,-0.1404,708.0
6268,17330,Coivert,Charente-Maritime,Nouvelle-Aquitaine,France,46.0668,-0.4576,196.0
6269,17460,Colombiers,Charente-Maritime,Nouvelle-Aquitaine,France,45.6473,-0.5561,301.0
6270,17150,Consac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4184,-0.5899,235.0
6271,17470,Contré,Charente-Maritime,Nouvelle-Aquitaine,France,46.0128,-0.2632,136.0
6272,17130,Corignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.2423,-0.3923,328.0
6273,17600,Corme-Écluse,Charente-Maritime,Nouvelle-Aquitaine,France,45.6326,-0.8594,1278.0
6274,17600,Corme-Royal,Charente-Maritime,Nouvelle-Aquitaine,France,45.7494,-0.8033,1969.0
6275,17670,La Couarde-sur-Mer,Charente-Maritime,Nouvelle-Aquitaine,France,46.1994,-1.4403,1112.0
6276,17800,Coulonges,Charente-Maritime,Nouvelle-Aquitaine,France,45.6091,-0.4324,227.0
6277,17330,Courant,Charente-Maritime,Nouvelle-Aquitaine,France,46.0367,-0.5932,442.0
6278,17400,Courcelles,Charente-Maritime,Nouvelle-Aquitaine,France,45.9573,-0.4816,454.0
6279,17160,Courcerac,Charente-Maritime,Nouvelle-Aquitaine,France,45.8387,-0.3637,311.0
6280,17170,Courçon,Charente-Maritime,Nouvelle-Aquitaine,France,46.2573,-0.7928,2081.0
6281,17100,Courcoury,Charente-Maritime,Nouvelle-Aquitaine,France,45.7025,-0.5675,717.0
6282,17130,Courpignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3157,-0.4985,413.0
6283,17130,Coux,Charente-Maritime,Nouvelle-Aquitaine,France,45.3216,-0.4094,484.0
6284,17120,Cozes,Charente-Maritime,Nouvelle-Aquitaine,France,45.5734,-0.8284,2223.0
6285,17170,Cram-Chaban,Charente-Maritime,Nouvelle-Aquitaine,France,46.2198,-0.7159,648.0
6286,17260,Cravans,Charente-Maritime,Nouvelle-Aquitaine,France,45.5954,-0.7138,859.0
6287,17350,Crazannes,Charente-Maritime,Nouvelle-Aquitaine,France,45.8506,-0.7046,442.0
6288,17160,Cressé,Charente-Maritime,Nouvelle-Aquitaine,France,45.9149,-0.2145,225.0
6289,17220,Croix-Chapeau,Charente-Maritime,Nouvelle-Aquitaine,France,46.1023,-0.9985,1377.0
6290,17330,La Croix-Comtesse,Charente-Maritime,Nouvelle-Aquitaine,France,46.0817,-0.5056,223.0
6291,17470,Dampierre-sur-Boutonne,Charente-Maritime,Nouvelle-Aquitaine,France,46.0746,-0.3893,271.0
6292,17330,Dœuil-sur-le-Mignon,Charente-Maritime,Nouvelle-Aquitaine,France,46.1247,-0.5468,373.0
6293,17550,Dolus-d'Oléron,Charente-Maritime,Nouvelle-Aquitaine,France,45.9069,-1.2583,3187.0
6294,17610,Dompierre-sur-Charente,Charente-Maritime,Nouvelle-Aquitaine,France,45.7083,-0.4978,483.0
6295,17139,Dompierre-sur-Mer,Charente-Maritime,Nouvelle-Aquitaine,France,46.188,-1.0654,6084.0
6296,17100,Le Douhet,Charente-Maritime,Nouvelle-Aquitaine,France,45.8082,-0.5793,705.0
6297,17800,Échebrune,Charente-Maritime,Nouvelle-Aquitaine,France,45.5923,-0.4514,482.0
6298,17620,Échillais,Charente-Maritime,Nouvelle-Aquitaine,France,45.9022,-0.9554,3701.0
6299,17770,Écoyeux,Charente-Maritime,Nouvelle-Aquitaine,France,45.8149,-0.5189,1380.0
6300,17810,Écurat,Charente-Maritime,Nouvelle-Aquitaine,France,45.7953,-0.6968,445.0
6301,17510,Les Éduts,Charente-Maritime,Nouvelle-Aquitaine,France,45.9988,-0.2055,58.0
6302,17400,Les Églises-d'Argenteuil,Charente-Maritime,Nouvelle-Aquitaine,France,45.9752,-0.4251,533.0
6303,17600,L'Éguille,Charente-Maritime,Nouvelle-Aquitaine,France,45.6997,-0.9837,909.0
6304,17120,Épargnes,Charente-Maritime,Nouvelle-Aquitaine,France,45.547,-0.8,925.0
6305,17137,Esnandes,Charente-Maritime,Nouvelle-Aquitaine,France,46.2471,-1.1169,2132.0
6306,17250,Les Essards,Charente-Maritime,Nouvelle-Aquitaine,France,45.7948,-0.7753,733.0
6307,17750,Étaules,Charente-Maritime,Nouvelle-Aquitaine,France,45.7273,-1.1054,2763.0
6308,17130,Expiremont,Charente-Maritime,Nouvelle-Aquitaine,France,45.3323,-0.3746,120.0
6309,17350,Fenioux,Charente-Maritime,Nouvelle-Aquitaine,France,45.8901,-0.5865,168.0
6310,17170,Ferrières,Charente-Maritime,Nouvelle-Aquitaine,France,46.2264,-0.8576,1459.0
6311,17800,Fléac-sur-Seugne,Charente-Maritime,Nouvelle-Aquitaine,France,45.5318,-0.5242,361.0
6312,17120,Floirac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4586,-0.7744,427.0
6313,17240,Floirac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4586,-0.7744,427.0
6314,17630,La Flotte,Charente-Maritime,Nouvelle-Aquitaine,France,46.1829,-1.3194,3131.0
6315,17510,Fontaine-Chalendray,Charente-Maritime,Nouvelle-Aquitaine,France,45.9479,-0.179,224.0
6316,17500,Fontaines-d'Ozillac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3796,-0.3874,511.0
6317,17100,Fontcouverte,Charente-Maritime,Nouvelle-Aquitaine,France,45.7673,-0.5895,2313.0
6318,17400,Fontenet,Charente-Maritime,Nouvelle-Aquitaine,France,45.9073,-0.4651,392.0
6319,17290,Forges,Charente-Maritime,Nouvelle-Aquitaine,France,46.1108,-0.8924,1323.0
6320,17270,Le Fouilloux,Charente-Maritime,Nouvelle-Aquitaine,France,45.2078,-0.1263,760.0
6321,17450,Fouras,Charente-Maritime,Nouvelle-Aquitaine,France,45.9819,-1.0913,4124.0
6322,17250,Geay,Charente-Maritime,Nouvelle-Aquitaine,France,45.8595,-0.7543,783.0
6323,17260,Gémozac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5616,-0.6901,3033.0
6324,17360,La Genétouze,Charente-Maritime,Nouvelle-Aquitaine,France,45.2178,-0.0527,220.0
6325,17430,Genouillé,Charente-Maritime,Nouvelle-Aquitaine,France,46.0236,-0.7757,889.0
6326,17520,Germignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5613,-0.3459,647.0
6327,17160,Gibourne,Charente-Maritime,Nouvelle-Aquitaine,France,45.9291,-0.3117,103.0
6328,17160,Le Gicq,Charente-Maritime,Nouvelle-Aquitaine,France,45.9366,-0.2554,119.0
6329,17260,Givrezac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5415,-0.6318,77.0
6330,17100,Les Gonds,Charente-Maritime,Nouvelle-Aquitaine,France,45.7068,-0.6066,1759.0
6331,17490,Gourvillette,Charente-Maritime,Nouvelle-Aquitaine,France,45.8905,-0.224,107.0
6332,17350,Grandjean,Charente-Maritime,Nouvelle-Aquitaine,France,45.8771,-0.5967,310.0
6333,17170,La Grève-sur-Mignon,Charente-Maritime,Nouvelle-Aquitaine,France,46.2507,-0.7604,568.0
6334,17120,Grézac,Charente-Maritime,Nouvelle-Aquitaine,France,45.6069,-0.8378,951.0
6335,17620,La Gripperie-Saint-Symphorien,Charente-Maritime,Nouvelle-Aquitaine,France,45.7909,-0.9538,598.0
6336,17600,Le Gua,Charente-Maritime,Nouvelle-Aquitaine,France,45.7236,-0.9673,2115.0
6337,17540,Le Gué-d'Alleré,Charente-Maritime,Nouvelle-Aquitaine,France,46.1862,-0.8708,1040.0
6338,17500,Guitinières,Charente-Maritime,Nouvelle-Aquitaine,France,45.4431,-0.5111,479.0
6339,17160,Haimps,Charente-Maritime,Nouvelle-Aquitaine,France,45.8614,-0.2521,452.0
6340,17137,L'Houmeau,Charente-Maritime,Nouvelle-Aquitaine,France,46.1935,-1.1841,2953.0
6341,17460,La Jard,Charente-Maritime,Nouvelle-Aquitaine,France,45.6583,-0.5739,427.0
6342,17520,Jarnac-Champagne,Charente-Maritime,Nouvelle-Aquitaine,France,45.5549,-0.401,876.0
6343,17220,La Jarne,Charente-Maritime,Nouvelle-Aquitaine,France,46.1215,-1.074,2591.0
6344,17220,La Jarrie,Charente-Maritime,Nouvelle-Aquitaine,France,46.1221,-1.0107,3447.0
6345,17330,La Jarrie-Audouin,Charente-Maritime,Nouvelle-Aquitaine,France,46.035,-0.4791,272.0
6346,17260,Jazennes,Charente-Maritime,Nouvelle-Aquitaine,France,45.5851,-0.6148,548.0
6347,17500,Jonzac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4413,-0.4237,3576.0
6348,17770,Juicq,Charente-Maritime,Nouvelle-Aquitaine,France,45.8403,-0.579,314.0
6349,17130,Jussas,Charente-Maritime,Nouvelle-Aquitaine,France,45.2742,-0.3567,153.0
6350,17140,Lagord,Charente-Maritime,Nouvelle-Aquitaine,France,46.1851,-1.1522,7594.0
6351,17170,La Laigne,Charente-Maritime,Nouvelle-Aquitaine,France,46.2168,-0.7562,494.0
6352,17380,Landes,Charente-Maritime,Nouvelle-Aquitaine,France,45.9984,-0.6012,575.0
6353,17290,Landrais,Charente-Maritime,Nouvelle-Aquitaine,France,46.0681,-0.8622,798.0
6354,17500,Léoville,Charente-Maritime,Nouvelle-Aquitaine,France,45.3764,-0.3317,301.0
6355,17870,Loire-les-Marais,Charente-Maritime,Nouvelle-Aquitaine,France,45.986,-0.9272,382.0
6356,17470,Loiré-sur-Nie,Charente-Maritime,Nouvelle-Aquitaine,France,45.9593,-0.2901,284.0
6357,17111,Loix,Charente-Maritime,Nouvelle-Aquitaine,France,46.2202,-1.4468,742.0
6358,17230,Longèves,Charente-Maritime,Nouvelle-Aquitaine,France,46.2408,-0.9755,1061.0
6359,17520,Lonzac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5917,-0.3955,268.0
6360,17240,Lorignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4606,-0.6752,511.0
6361,17330,Loulay,Charente-Maritime,Nouvelle-Aquitaine,France,46.0445,-0.5129,761.0
6362,17160,Louzignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.832,-0.2285,172.0
6363,17330,Lozay,Charente-Maritime,Nouvelle-Aquitaine,France,46.0455,-0.5434,155.0
6364,17600,Luchat,Charente-Maritime,Nouvelle-Aquitaine,France,45.7152,-0.7605,513.0
6365,17500,Lussac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4672,-0.4741,43.0
6366,17430,Lussant,Charente-Maritime,Nouvelle-Aquitaine,France,45.9429,-0.8235,1013.0
6367,17490,Macqueville,Charente-Maritime,Nouvelle-Aquitaine,France,45.7964,-0.2042,296.0
6368,17230,Marans,Charente-Maritime,Nouvelle-Aquitaine,France,46.3139,-0.9891,4487.0
6369,17320,Marennes-Hiers-Brouage,Charente-Maritime,Nouvelle-Aquitaine,France,45.8328,-1.0702,6148.0
6370,17800,Marignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5189,-0.4699,412.0
6371,17700,Marsais,Charente-Maritime,Nouvelle-Aquitaine,France,46.1213,-0.6141,956.0
6372,17137,Marsilly,Charente-Maritime,Nouvelle-Aquitaine,France,46.2289,-1.1375,3185.0
6373,17490,Massac,Charente-Maritime,Nouvelle-Aquitaine,France,45.8616,-0.2186,183.0
6374,17160,Matha,Charente-Maritime,Nouvelle-Aquitaine,France,45.8656,-0.3157,2202.0
6375,17570,Les Mathes,Charente-Maritime,Nouvelle-Aquitaine,France,45.7056,-1.1776,2184.0
6376,17400,Mazeray,Charente-Maritime,Nouvelle-Aquitaine,France,45.9119,-0.5584,990.0
6377,17800,Mazerolles,Charente-Maritime,Nouvelle-Aquitaine,France,45.5582,-0.5894,236.0
6378,17600,Médis,Charente-Maritime,Nouvelle-Aquitaine,France,45.6423,-0.9599,3041.0
6379,17210,Mérignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3297,-0.3025,235.0
6380,17132,Meschers-sur-Gironde,Charente-Maritime,Nouvelle-Aquitaine,France,45.5616,-0.9592,3165.0
6381,17130,Messac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3492,-0.3147,104.0
6382,17120,Meursac,Charente-Maritime,Nouvelle-Aquitaine,France,45.6528,-0.8199,1544.0
6383,17500,Meux,Charente-Maritime,Nouvelle-Aquitaine,France,45.444,-0.3587,329.0
6384,17330,Migré,Charente-Maritime,Nouvelle-Aquitaine,France,46.0808,-0.5585,354.0
6385,17770,Migron,Charente-Maritime,Nouvelle-Aquitaine,France,45.8039,-0.4049,699.0
6386,17150,Mirambeau,Charente-Maritime,Nouvelle-Aquitaine,France,45.3645,-0.5715,1532.0
6387,17780,Moëze,Charente-Maritime,Nouvelle-Aquitaine,France,45.8902,-1.054,592.0
6388,17160,Mons,Charente-Maritime,Nouvelle-Aquitaine,France,45.8053,-0.3372,446.0
6389,17130,Montendre,Charente-Maritime,Nouvelle-Aquitaine,France,45.2859,-0.3862,3226.0
6390,17270,Montguyon,Charente-Maritime,Nouvelle-Aquitaine,France,45.2071,-0.1679,1636.0
6391,17800,Montils,Charente-Maritime,Nouvelle-Aquitaine,France,45.6576,-0.5083,871.0
6392,17210,Montlieu-la-Garde,Charente-Maritime,Nouvelle-Aquitaine,France,45.2286,-0.2748,1263.0
6393,17260,Montpellier-de-Médillan,Charente-Maritime,Nouvelle-Aquitaine,France,45.6323,-0.7538,686.0
6394,17220,Montroy,Charente-Maritime,Nouvelle-Aquitaine,France,46.1547,-1.02,940.0
6395,17430,Moragne,Charente-Maritime,Nouvelle-Aquitaine,France,45.9745,-0.7907,538.0
6396,17113,Mornac-sur-Seudre,Charente-Maritime,Nouvelle-Aquitaine,France,45.7086,-1.017,867.0
6397,17120,Mortagne-sur-Gironde,Charente-Maritime,Nouvelle-Aquitaine,France,45.4824,-0.7975,911.0
6398,17500,Mortiers,Charente-Maritime,Nouvelle-Aquitaine,France,45.3987,-0.3227,170.0
6399,17240,Mosnac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5042,-0.539,489.0
6400,17350,Le Mung,Charente-Maritime,Nouvelle-Aquitaine,France,45.8692,-0.7132,313.0
6401,17430,Muron,Charente-Maritime,Nouvelle-Aquitaine,France,46.0071,-0.8614,1357.0
6402,17380,Nachamps,Charente-Maritime,Nouvelle-Aquitaine,France,46.0222,-0.624,204.0
6403,17600,Nancras,Charente-Maritime,Nouvelle-Aquitaine,France,45.751,-0.8764,795.0
6404,17770,Nantillé,Charente-Maritime,Nouvelle-Aquitaine,France,45.8604,-0.4834,326.0
6405,17510,Néré,Charente-Maritime,Nouvelle-Aquitaine,France,45.9805,-0.2397,667.0
6406,17520,Neuillac,Charente-Maritime,Nouvelle-Aquitaine,France,45.5137,-0.399,316.0
6407,17500,Neulles,Charente-Maritime,Nouvelle-Aquitaine,France,45.5107,-0.4294,160.0
6408,17270,Neuvicq,Charente-Maritime,Nouvelle-Aquitaine,France,45.2642,-0.1702,408.0
6409,17490,Neuvicq-le-Château,Charente-Maritime,Nouvelle-Aquitaine,France,45.8086,-0.1595,346.0
6410,17810,Nieul-lès-Saintes,Charente-Maritime,Nouvelle-Aquitaine,France,45.7535,-0.7428,1213.0
6411,17150,Nieul-le-Virouil,Charente-Maritime,Nouvelle-Aquitaine,France,45.416,-0.5235,577.0
6412,17137,Nieul-sur-Mer,Charente-Maritime,Nouvelle-Aquitaine,France,46.2097,-1.1631,5805.0
6413,17600,Nieulle-sur-Seudre,Charente-Maritime,Nouvelle-Aquitaine,France,45.758,-1.0326,1224.0
6414,17380,Les Nouillers,Charente-Maritime,Nouvelle-Aquitaine,France,45.9349,-0.655,724.0
6415,17540,Nuaillé-d'Aunis,Charente-Maritime,Nouvelle-Aquitaine,France,46.2384,-0.9264,1259.0
6416,17470,Rives-de-Boutonne,Charente-Maritime,Nouvelle-Aquitaine,France,46.0307,-0.4043,187.0
6417,17210,Orignolles,Charente-Maritime,Nouvelle-Aquitaine,France,45.2212,-0.236,715.0
6418,17500,Ozillac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4068,-0.4022,611.0
6419,17470,Paillé,Charente-Maritime,Nouvelle-Aquitaine,France,45.9842,-0.3874,327.0
6420,17800,Pérignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.6363,-0.4607,959.0
6421,17180,Périgny,Charente-Maritime,Nouvelle-Aquitaine,France,46.1559,-1.0798,8802.0
6422,17810,Pessines,Charente-Maritime,Nouvelle-Aquitaine,France,45.7209,-0.7134,799.0
6423,17210,Le Pin,Charente-Maritime,Nouvelle-Aquitaine,France,45.317,-0.2954,71.0
6424,17400,Essouvert,Charente-Maritime,Nouvelle-Aquitaine,France,45.9958,-0.5412,1029.0
6425,17600,Pisany,Charente-Maritime,Nouvelle-Aquitaine,France,45.7054,-0.7939,775.0
6426,17240,Plassac,Charente-Maritime,Nouvelle-Aquitaine,France,45.4497,-0.5771,666.0
6427,17250,Plassay,Charente-Maritime,Nouvelle-Aquitaine,France,45.8258,-0.7284,817.0
6428,17210,Polignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.2797,-0.3071,161.0
6429,17130,Pommiers-Moulons,Charente-Maritime,Nouvelle-Aquitaine,France,45.3275,-0.3432,212.0
6430,17800,Pons,Charente-Maritime,Nouvelle-Aquitaine,France,45.5763,-0.5594,4308.0
6431,17250,Pont-l'Abbé-d'Arnoult,Charente-Maritime,Nouvelle-Aquitaine,France,45.8255,-0.867,1793.0
6432,17350,Port-d'Envaux,Charente-Maritime,Nouvelle-Aquitaine,France,45.8153,-0.6737,1170.0
6433,17880,Les Portes-en-Ré,Charente-Maritime,Nouvelle-Aquitaine,France,46.2423,-1.4988,582.0
6434,17210,Pouillac,Charente-Maritime,Nouvelle-Aquitaine,France,45.2722,-0.2587,288.0
6435,17400,Poursay-Garnaud,Charente-Maritime,Nouvelle-Aquitaine,France,45.9501,-0.4513,312.0
6436,17460,Préguillac,Charente-Maritime,Nouvelle-Aquitaine,France,45.6679,-0.6267,438.0
6437,17160,Prignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.8319,-0.3482,286.0
6438,17138,Puilboreau,Charente-Maritime,Nouvelle-Aquitaine,France,46.1849,-1.1146,6668.0
6439,17380,Puy-du-Lac,Charente-Maritime,Nouvelle-Aquitaine,France,45.946,-0.7573,521.0
6440,17700,Puyravault,Charente-Maritime,Nouvelle-Aquitaine,France,46.1387,-0.8181,723.0
6441,17380,Puyrolland,Charente-Maritime,Nouvelle-Aquitaine,France,46.034,-0.6527,184.0
6442,17500,Réaux sur Trèfle,Charente-Maritime,Nouvelle-Aquitaine,France,45.4747,-0.3797,773.0
6443,17460,Rétaud,Charente-Maritime,Nouvelle-Aquitaine,France,45.6764,-0.7288,1057.0
6444,17940,Rivedoux-Plage,Charente-Maritime,Nouvelle-Aquitaine,France,46.1587,-1.2791,2428.0
6445,17460,Rioux,Charente-Maritime,Nouvelle-Aquitaine,France,45.6371,-0.7057,977.0
6446,17300,Rochefort,Charente-Maritime,Nouvelle-Aquitaine,France,45.9455,-0.9745,23188.0
6447,17000,La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,France,46.162,-1.1765,79961.0
6448,17510,Romazières,Charente-Maritime,Nouvelle-Aquitaine,France,45.9939,-0.1777,83.0
6449,17250,Romegoux,Charente-Maritime,Nouvelle-Aquitaine,France,45.8589,-0.8047,623.0
6450,17170,La Ronde,Charente-Maritime,Nouvelle-Aquitaine,France,46.3023,-0.7889,1005.0
6451,17800,Rouffiac,Charente-Maritime,Nouvelle-Aquitaine,France,45.6828,-0.4927,503.0
6452,17130,Rouffignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.3373,-0.4523,427.0
6453,17200,Royan,Charente-Maritime,Nouvelle-Aquitaine,France,45.6343,-1.0127,19322.0
6454,17600,Sablonceaux,Charente-Maritime,Nouvelle-Aquitaine,France,45.7115,-0.8935,1413.0
6455,17620,Saint-Agnant,Charente-Maritime,Nouvelle-Aquitaine,France,45.8677,-0.9545,2774.0
6456,17360,Saint-Aigulin,Charente-Maritime,Nouvelle-Aquitaine,France,45.1685,-0.0493,1884.0
6457,17260,Saint-André-de-Lidon,Charente-Maritime,Nouvelle-Aquitaine,France,45.581,-0.7594,1220.0
6458,17570,Saint-Augustin,Charente-Maritime,Nouvelle-Aquitaine,France,45.6864,-1.1029,1503.0
6459,17150,Saint-Bonnet-sur-Gironde,Charente-Maritime,Nouvelle-Aquitaine,France,45.3428,-0.6511,840.0
6460,17770,Saint-Bris-des-Bois,Charente-Maritime,Nouvelle-Aquitaine,France,45.7696,-0.4731,388.0
6461,17770,Saint-Césaire,Charente-Maritime,Nouvelle-Aquitaine,France,45.7606,-0.4888,894.0
6462,17220,Saint-Christophe,Charente-Maritime,Nouvelle-Aquitaine,France,46.1477,-0.9502,1405.0
6463,17520,Saint-Ciers-Champagne,Charente-Maritime,Nouvelle-Aquitaine,France,45.4504,-0.2992,388.0
6464,17240,Saint-Ciers-du-Taillon,Charente-Maritime,Nouvelle-Aquitaine,France,45.432,-0.6368,575.0
6465,17590,Saint-Clément-des-Baleines,Charente-Maritime,Nouvelle-Aquitaine,France,46.2355,-1.5386,712.0
6466,17210,Sainte-Colombe,Charente-Maritime,Nouvelle-Aquitaine,France,45.2828,-0.2725,110.0
6467,17430,Saint-Coutant-le-Grand,Charente-Maritime,Nouvelle-Aquitaine,France,45.9481,-0.7872,416.0
6468,17380,Saint-Crépin,Charente-Maritime,Nouvelle-Aquitaine,France,45.9974,-0.7415,346.0
6469,17170,Saint-Cyr-du-Doret,Charente-Maritime,Nouvelle-Aquitaine,France,46.2661,-0.8222,683.0
6470,17650,Saint-Denis-d'Oléron,Charente-Maritime,Nouvelle-Aquitaine,France,46.0225,-1.3833,1346.0
6471,17150,Saint-Dizant-du-Bois,Charente-Maritime,Nouvelle-Aquitaine,France,45.4045,-0.5707,113.0
6472,17240,Saint-Dizant-du-Gua,Charente-Maritime,Nouvelle-Aquitaine,France,45.4159,-0.7351,501.0
6473,17520,Saint-Eugène,Charente-Maritime,Nouvelle-Aquitaine,France,45.4982,-0.2722,285.0
6474,17330,Saint-Félix,Charente-Maritime,Nouvelle-Aquitaine,France,46.0921,-0.6042,322.0
6475,17240,Saint-Fort-sur-Gironde,Charente-Maritime,Nouvelle-Aquitaine,France,45.449,-0.7442,907.0
6476,17780,Saint-Froult,Charente-Maritime,Nouvelle-Aquitaine,France,45.9114,-1.0597,390.0
6477,17250,Sainte-Gemme,Charente-Maritime,Nouvelle-Aquitaine,France,45.7751,-0.8932,1364.0
6478,17240,Saint-Genis-de-Saintonge,Charente-Maritime,Nouvelle-Aquitaine,France,45.4817,-0.5645,1252.0
6479,17240,Saint-Georges-Antignac,Charente-Maritime,Nouvelle-Aquitaine,France,45.49,-0.4846,407.0
6480,17110,Saint-Georges-de-Didonne,Charente-Maritime,Nouvelle-Aquitaine,France,45.5926,-0.987,5093.0
6481,17150,Saint-Georges-des-Agoûts,Charente-Maritime,Nouvelle-Aquitaine,France,45.3767,-0.6479,281.0
