,code,libelle,codePostal,codeDepartement
30463,82188,VARENNES,82370,82
30464,31315,MANE,31260,31
30465,10384,TRANNES,10140,10
30466,60520,LE QUESNEL AUBRY,60480,60
30467,29192,PLOUGOULM,29250,29
30468,70292,JUSSEY,70500,70
30469,52104,CHANCENAY,52100,52
30470,54500,SELAINCOURT,54170,54
30471,05050,ESPINASSES,05190,05
30472,40029,BATS,40320,40
30473,34198,PEROLS,34470,34
30474,80245,DOMLEGER LONGVILLERS,80370,80
30475,73257,LES BELLEVILLE,73440,73
30476,71347,PERREUIL,71510,71
30477,95436,MOURS,95260,95
30478,45103,CORBEILLES,45490,45
30479,58231,ST AUBIN LES FORGES,58130,58
30480,34097,FELINES MINERVOIS,34210,34
30481,88496,VAUDONCOURT,88140,88
30482,17372,ST MEDARD,17500,17
30483,25434,ORNANS,25290,25
30484,36083,GIROUX,36150,36
30485,07149,MARCOLS LES EAUX,07190,07
30486,04220,LES THUILES,04400,04
30487,22104,LANGUEDIAS,22980,22
30488,32098,CAZAUX SAVES,32130,32
30489,25065,BLARIANS,25640,25
30490,31210,GARDOUCH,31290,31
30491,67426,ST MARTIN,67220,67
30492,65121,CAMALES,65500,65
30493,81251,ST GERMAIN DES PRES,81700,81
30494,31091,BRUGUIERES,31150,31
30495,01406,SERVIGNAT,01560,01
30496,84123,SAULT,84390,84
30497,81024,BEAUVAIS SUR TESCOU,81630,81
30498,04139,NOYERS SUR JABRON,04200,04
30499,55347,LES MONTHAIRONS,55320,55
30500,38051,BOUGE CHAMBALUD,38150,38
30501,30004,AIGUES VIVES,30670,30
30502,27157,MARBOIS,27160,27
30503,18227,STE MONTAINE,18700,18
30504,57037,AUBE,57580,57
30505,26358,UPIE,26120,26
30506,40290,SARRON,40800,40
30507,30001,AIGALIERS,30700,30
30508,70197,DAMPIERRE SUR LINOTTE,70230,70
30509,77148,CROUY SUR OURCQ,77840,77
30510,01388,ST TRIVIER DE COURTES,01560,01
30511,62393,GUEMPS,62370,62
30512,64291,LABASTIDE VILLEFRANCHE,64270,64
30513,03200,NEUVY,03000,03
30514,88386,REMOMEIX,88100,88
30515,54232,GONDREVILLE,54840,54
30516,42095,FIRMINY,42700,42
30517,68118,HABSHEIM,68440,68
30518,38426,ST MAXIMIN,38530,38
30519,01264,MONTRACOL,01310,01
30520,55048,BETHINCOURT,55270,55
30521,19264,SOURSAC,19550,19
30522,27364,LAUNAY,27470,27
30523,59108,BRIASTRE,59730,59
30524,42100,LA GIMOND,42140,42
30525,34131,LAURET,34270,34
30526,38466,ST VINCENT DE MERCUZE,38660,38
30527,71516,SERLEY,71310,71
30528,33117,CAZAUGITAT,33790,33
30529,53160,MONTREUIL POULAY,53640,53
30530,35059,LA CHAPELLE DES FOUGERETZ,35520,35
30531,80686,RUBEMPRE,80260,80
30532,10390,URVILLE,10200,10
30533,80733,SENLIS LE SEC,80300,80
30534,59127,CAPELLE,59213,59
30535,25466,POUILLEY FRANCAIS,25410,25
30536,03163,MARIOL,03270,03
30537,67427,ST MAURICE,67220,67
30538,24372,ST ASTIER,24110,24
30539,33148,DARDENAC,33420,33
30540,25242,FLAGEY RIGNEY,25640,25
30541,42197,STE AGATHE LA BOUTERESSE,42130,42
30542,09180,MANSES,09500,09
30543,17412,ST VAIZE,17100,17
30544,47236,STE COLOMBE DE DURAS,47120,47
30545,37280,VOU,37240,37
30546,72158,LAVARE,72390,72
30547,38266,LA MOTTE ST MARTIN,38770,38
30548,14177,COQUAINVILLIERS,14130,14
30549,09067,BRIE,09700,09
30550,59327,LALLAING,59167,59
30551,14501,PIERREFITTE EN CINGLAIS,14690,14
30552,52070,BRENNES,52200,52
30553,36085,GUILLY,36150,36
30554,74170,MASSINGY,74150,74
30555,71130,CHISSEY LES MACON,71460,71
30556,05142,ST FIRMIN,05800,05
30557,35239,RETIERS,35240,35
30558,02262,DEUILLET,02700,02
30559,50456,ST CLEMENT RANCOUDRAY,50140,50
30560,45035,BOISCOMMUN,45340,45
30561,91544,ST CYR LA RIVIERE,91690,91
30562,14613,ST MARCOUF,14330,14
30563,95056,BELLOY EN FRANCE,95270,95
30564,53054,CHANGE,53810,53
30565,2A323,TAVACO,20167,2A
30566,77043,BOITRON,77750,77
30567,76638,ST PIERRE EN VAL,76260,76
30568,54593,WAVILLE,54890,54
30569,71181,DONZY LE PERTUIS,71250,71
30570,25261,FROIDEVAUX,25190,25
30571,08411,SEMUY,08130,08
30572,07173,PEREYRES,07450,07
30573,67470,SOLBACH,67130,67
30574,60560,RULLY,60810,60
30575,63401,ST VICTOR LA RIVIERE,63790,63
30576,97112,GRAND BOURG,97112,971
30577,77376,PRECY SUR MARNE,77410,77
30578,59619,VILLEREAU,59530,59
30579,45165,GY LES NONAINS,45220,45
30580,70448,ROCHE ET RAUCOURT,70180,70
30581,51390,MOUSSY,51530,51
30582,03230,ST ETIENNE DE VICQ,03300,03
30583,24403,ST FELIX DE BOURDEILLES,24340,24
30584,02470,MARTIGNY,02500,02
30585,72199,MOITRON SUR SARTHE,72170,72
30586,95141,CHARMONT,95420,95
30587,66044,CASTELNOU,66300,66
30588,35097,DOMALAIN,35680,35
30589,65087,BERTREN,65370,65
30590,12022,LA BASTIDE PRADINES,12490,12
30591,80773,VADENCOURT,80560,80
30592,67368,OTTROTT,67530,67
30593,46280,ST MEDARD,46150,46
30594,81042,BURLATS,81100,81
30595,77287,MEILLERAY,77320,77
30596,25174,COURTEFONTAINE,25470,25
30597,31557,TOURNEFEUILLE,31170,31
30598,30052,BREAU MARS,30120,30
30599,68234,NIEDERENTZEN,68127,68
30600,21392,MARTROIS,21320,21
30601,80681,ROUVREL,80250,80
30602,30097,COURRY,30500,30
30603,76707,TOURVILLE SUR ARQUES,76550,76
30604,13118,COUDOUX,13111,13
30605,57343,ILLANGE,57970,57
30606,19174,LA ROCHE CANILLAC,19320,19
30607,01187,HAUT VALROMEY,01260,01
30608,05159,SALEON,05300,05
30609,05184,VITROLLES,05110,05
30610,42103,LA GRAND CROIX,42320,42
30611,86196,POUANCAY,86120,86
30612,46268,ST GERY VERS,46330,46
30613,32141,GAUJAN,32420,32
30614,52534,VILLIERS EN LIEU,52100,52
30615,61060,BRETHEL,61270,61
30616,08477,VILLERS DEVANT MOUZON,08210,08
30617,14179,CORDEBUGLE,14100,14
30618,26164,LESCHES EN DIOIS,26310,26
30619,57305,HAVANGE,57650,57
30620,01404,SERRIERES SUR AIN,01450,01
30621,39505,SAUGEOT,39130,39
30622,32326,POUYLEBON,32320,32
30623,02776,VENDHUILE,02420,02
30624,84018,BLAUVAC,84570,84
30625,57226,FONTOY,57650,57
30626,37097,DOLUS LE SEC,37310,37
30627,15064,ESCORAILLES,15700,15
30628,64128,BILHERES,64260,64
30629,21095,BOUSSELANGE,21250,21
30630,33439,ST MARIENS,33620,33
30631,82105,MAS GRENIER,82600,82
30632,64017,ALOS SIBAS ABENSE,64470,64
30633,52211,FRONCLES,52320,52
30634,73188,NOTRE DAME DES MILLIERES,73460,73
30635,36099,LOURDOUEIX ST MICHEL,36140,36
30636,86242,ST ROMAIN,86250,86
30637,73153,MARTHOD,73400,73
30638,26196,MONTELEGER,26760,26
30639,06149,LA TRINITE,06340,06
30640,59592,THUMERIES,59239,59
30641,32021,AVENSAC,32120,32
30642,67320,NEUVE EGLISE,67220,67
30643,11248,MONTIRAT,11800,11
30644,54142,CRANTENOY,54740,54
30645,40006,ARENGOSSE,40110,40
30646,68173,LABAROCHE,68910,68
30647,31585,VILLENEUVE DE RIVIERE,31800,31
30648,62444,HERVELINGHEN,62179,62
30649,76032,AUBERVILLE LA MANUEL,76450,76
30650,34110,GALARGUES,34160,34
30651,19193,ST CIRGUES LA LOUTRE,19220,19
30652,61048,BOECE,61560,61
30653,01343,ST CYR SUR MENTHON,01380,01
30654,01363,ST JEAN LE VIEUX,01640,01
30655,57166,DALHAIN,57340,57
30656,63097,CHASSAGNE,63320,63
30657,05149,ST LEGER LES MELEZES,05260,05
30658,08146,DRAIZE,08220,08
30659,09076,CANTE,09700,09
30660,89352,ST MARTIN DES CHAMPS,89170,89
30661,86271,THURAGEAU,86110,86
30662,72336,SOLESMES,72300,72
30663,15013,AURIAC L EGLISE,15500,15
30664,33407,ST GENES DE FRONSAC,33240,33
30665,11099,CONQUES SUR ORBIEL,11600,11
30666,22220,PLOUGUERNEVEL,22110,22
30667,37166,NEUILLE LE LIERRE,37380,37
30668,30304,SALAZAC,30760,30
30669,45043,BOU,45430,45
30670,65368,POUY,65230,65
30671,15151,PEYRUSSE,15170,15
30672,19241,ST SETIERS,19290,19
30673,88506,VIEUX MOULIN,88210,88
30674,54530,TRAMONT LASSUS,54115,54
30675,09032,AX LES THERMES,09110,09
30676,26269,ROCHEBRUNE,26110,26
30677,30113,FONS SUR LUSSAN,30580,30
30678,28397,UMPEAU,28700,28
30679,41086,FONTAINES EN SOLOGNE,41250,41
30680,38053,BOURGOIN JALLIEU,38300,38
30681,86165,MONTMORILLON,86500,86
30682,62309,ESQUERDES,62380,62
30683,52245,HUMBERVILLE,52700,52
30684,63310,STE AGATHE,63120,63
30685,67277,MACKENHEIM,67390,67
30686,62663,POMMERA,62760,62
30687,91463,ONCY SUR ECOLE,91490,91
30688,71035,BISSY LA MACONNAISE,71260,71
30689,21533,ROUVRES SOUS MEILLY,21320,21
30690,01423,TOUSSIEUX,01600,01
30691,42093,FARNAY,42320,42
30692,02219,COUCY LA VILLE,02380,02
30693,95256,FREPILLON,95740,95
30694,13084,LA ROQUE D ANTHERON,13640,13
30695,04197,STE TULLE,04220,04
30696,80054,BARLEUX,80200,80
30697,59411,MONS EN PEVELE,59246,59
30698,65212,GUCHEN,65240,65
30699,43231,SALETTES,43150,43
30700,22187,PLERIN,22190,22
30701,64459,PRECHACQ NAVARRENX,64190,64
30702,59215,ESTREUX,59990,59
30703,22118,LANVALLAY,22100,22
30704,88116,CORNIMONT,88310,88
30705,65420,SERE EN LAVEDAN,65400,65
30706,64183,CAUBIOS LOOS,64230,64
30707,76521,REBETS,76750,76
30708,44143,REZE,44400,44
30709,69190,STE CONSORCE,69280,69
30710,12217,STE CROIX,12260,12
30711,17417,SALIGNAC DE MIRAMBEAU,17130,17
30712,89032,BEAUVILLIERS,89630,89
30713,43171,ST BERAIN,43300,43
30714,97221,RIVIERE SALEE,97215,972
30715,13049,LAMANON,13113,13
30716,35203,LA NOUAYE,35137,35
30717,55360,MOUILLY,55320,55
30718,40285,ST YAGUEN,40400,40
30719,50326,LE MESNIL VILLEMAN,50450,50
30720,51154,CLAMANGES,51130,51
30721,27616,LA SAUSSAYE,27370,27
30722,86258,SCORBE CLAIRVAUX,86140,86
30723,43241,SOLIGNAC SUR LOIRE,43370,43
30724,90097,TREVENANS,90400,90
30725,57253,GONDREXANGE,57815,57
30726,71572,VERS,71240,71
30727,64307,LALONGUE,64350,64
30728,09318,UNAC,09250,09
30729,51386,MORSAINS,51210,51
30730,68311,SONDERNACH,68380,68
30731,22285,ST CONNEC,22530,22
30732,74027,LA BALME DE THUY,74230,74
30733,79133,GERMOND ROUVRE,79220,79
30734,38006,ALLEVARD,38580,38
30735,69212,ST JEAN DES VIGNES,69380,69
30736,16124,ECURAS,16220,16
30737,76210,DAMPIERRE ST NICOLAS,76510,76
30738,2A130,GROSSETO PRUGNA,20128,2A
30739,14338,HOULGATE,14510,14
30740,67403,RINGENDORF,67350,67
30741,67003,ALBE,67220,67
30742,65460,VIC EN BIGORRE,65500,65
30743,09126,FREYCHENET,09300,09
30744,50539,ST PIERRE EGLISE,50330,50
30745,14084,BONNEMAISON,14260,14
30746,27375,LOUVIERS,27400,27
30747,46101,FELZINS,46270,46
30748,89420,TREIGNY PERREUSE STE COLOMBE,89520,89
30749,28018,AUTHON DU PERCHE,28330,28
30750,64038,ARCANGUES,64200,64
30751,57186,EBERSVILLER,57320,57
30752,14761,VIMONT,14370,14
30753,25046,BATTENANS VARIN,25380,25
30754,75113,PARIS 13,75013,75
30755,64475,STE ENGRACE,64560,64
30756,69006,AMPLEPUIS,69550,69
30757,42076,CREMEAUX,42260,42
30758,19036,CHAMBERET,19370,19
30759,80520,MAUCOURT,80170,80
30760,46084,CREYSSE,46600,46
30761,24268,MEYRALS,24220,24
30762,31392,MOURVILLES BASSES,31460,31
30763,63358,ST HILAIRE LA CROIX,63440,63
30764,07304,SALAVAS,07150,07
30765,15207,ST PONCY,15500,15
30766,87006,AZAT LE RIS,87360,87
30767,57473,MONCOURT,57810,57
30768,78564,ST MARTIN DE BRETHENCOURT,78660,78
30769,47275,ST SALVY,47360,47
30770,27132,CAUGE,27180,27
30771,23128,MAZEIRAT,23150,23
30772,44027,CASSON,44390,44
30773,64250,GUICHE,64520,64
30774,30048,BOUQUET,30580,30
30775,62545,MANINGHEM,62650,62
30776,35082,COESMES,35134,35
30777,06111,ROURE,06420,06
30778,80617,PARVILLERS LE QUESNOY,80700,80
30779,34039,BOUZIGUES,34140,34
30780,69278,GENAY,69730,69
30781,04095,L HOSPITALET,04150,04
30782,47094,FAUGUEROLLES,47400,47
30783,32148,GISCARO,32200,32
30784,51061,BILLY LE GRAND,51400,51
30785,58275,SAXI BOURDON,58330,58
30786,57204,FAILLY,57640,57
30787,61336,POUVRAI,61130,61
30788,80461,LAMOTTE BREBIERE,80450,80
30789,07168,ORGNAC L AVEN,07150,07
30790,80574,MOUFLERS,80690,80
30791,31125,CATHERVIELLE,31110,31
30792,52487,THILLEUX,52220,52
30793,84050,GORDES,84220,84
30794,51534,SERZY ET PRIN,51170,51
30795,88465,THAON LES VOSGES,88150,88
30796,67292,MIETESHEIM,67580,67
30797,2B337,VALLE DI ROSTINO,20235,2B
30798,16215,MEDILLAC,16210,16
30799,44061,FROSSAY,44320,44
30800,05107,PUY ST ANDRE,05100,05
30801,76705,TOURVILLE LA RIVIERE,76410,76
30802,59433,NIEURLET,59143,59
30803,73285,SEEZ,73700,73
30804,80301,FAMECHON,80290,80
30805,50397,PERRIERS EN BEAUFICEL,50150,50
30806,60483,ORVILLERS SOREL,60490,60
30807,50145,COURCY,50200,50
30808,65397,ST SEVER DE RUSTAN,65140,65
30809,31241,IZAUT DE L HOTEL,31160,31
30810,63037,BERTIGNAT,63480,63
30811,71323,MORNAY,71220,71
30812,59323,JENLAIN,59144,59
30813,65444,TIBIRAN JAUNAC,65150,65
30814,32042,BELLOC ST CLAMENS,32300,32
30815,08104,CHARDENY,08400,08
30816,27410,MISEREY,27930,27
30817,31317,MARIGNAC LASCLARES,31430,31
30818,48037,CHADENET,48190,48
30819,81298,TEULAT,81500,81
30820,32050,BETPLAN,32730,32
30821,69087,FONTAINES ST MARTIN,69270,69
30822,05064,LA CHAPELLE EN VALGAUDEMAR,05800,05
30823,50298,MEAUTIS,50500,50
30824,45087,CHATILLON SUR LOIRE,45360,45
30825,80435,HESBECOURT,80240,80
30826,46043,CAHUS,46130,46
30827,57453,MAXSTADT,57660,57
30828,14405,MARTIGNY SUR L ANTE,14700,14
30829,07176,PLANZOLLES,07230,07
30830,41105,JOSNES,41370,41
30831,02054,BAZOCHES ET ST THIBAUT,02220,02
30832,39565,VILLENEUVE D AVAL,39600,39
30833,2B173,MURO,20225,2B
30834,57561,RAHLING,57410,57
30835,23203,ST JULIEN LA GENETE,23110,23
30836,61502,VIDAI,61360,61
30837,80750,TERTRY,80200,80
30838,37192,REIGNAC SUR INDRE,37310,37
30839,29269,ST THURIEN,29380,29
30840,03150,LOUROUX BOURBONNAIS,03350,03
30841,26238,LES PILLES,26110,26
30842,08182,LE FRETY,08290,08
30843,31586,VILLENEUVE LECUSSAN,31580,31
30844,16118,DEVIAT,16190,16
30845,39017,ARLAY,39140,39
30846,87060,DOURNAZAC,87230,87
30847,17365,ST MARTIN D ARY,17270,17
30848,46081,CREGOLS,46330,46
30849,02160,CHAOURSE,02340,02
30850,66122,NOHEDES,66500,66
30851,45294,ST MICHEL,45340,45
30852,18137,MAREUIL SUR ARNON,18290,18
30853,45256,PRESNOY,45260,45
30854,16285,ROUGNAC,16320,16
30855,35264,ST DIDIER,35220,35
30856,22335,SENVEN LEHART,22720,22
30857,55169,ECOUVIEZ,55600,55
30858,80437,HEUCOURT CROQUOISON,80270,80
30859,57490,MOYENVIC,57630,57
30860,26228,PENNES LE SEC,26340,26
30861,33549,VILLENAVE DE RIONS,33550,33
30862,51137,CHATILLON SUR MORIN,51310,51
30863,55555,VILLE DEVANT BELRAIN,55260,55
30864,63253,NOALHAT,63290,63
30865,64447,PIETS PLASENCE MOUSTROU,64410,64
30866,37096,DIERRE,37150,37
30867,70278,GRATTERY,70170,70
30868,71541,TORPES,71270,71
30869,39176,CRAMANS,39600,39
30870,34082,COMBAILLAUX,34980,34
30871,33241,LESTIAC SUR GARONNE,33550,33
30872,62480,LABOURSE,62113,62
30873,95491,LE PLESSIS BOUCHARD,95130,95
30874,2A348,VICO,20160,2A
30875,89427,VALLAN,89580,89
30876,51521,ST VRAIN,51340,51
30877,02596,PAVANT,02310,02
30878,14619,STE MARIE OUTRE L EAU,14380,14
30879,77267,LA MADELEINE SUR LOING,77570,77
30880,18063,CHAVANNES,18190,18
30881,18054,CHARLY,18350,18
30882,21520,REMILLY EN MONTAGNE,21540,21
30883,03212,QUINSSAINES,03380,03
30884,57601,ROZERIEULLES,57160,57
30885,55299,LOISON,55230,55
30886,57675,TORCHEVILLE,57670,57
30887,60593,ST PIERRE LES BITRY,60350,60
30888,47325,VILLETON,47400,47
30889,02108,BOURGUIGNON SOUS MONTBAVIN,02000,02
30890,19124,MANSAC,19520,19
30891,67234,KESKASTEL,67260,67
30892,55062,BOUCONVILLE SUR MADT,55300,55
30893,39393,ONGLIERES,39250,39
30894,63427,TEILHEDE,63460,63
30895,16416,VITRAC ST VINCENT,16310,16
30896,72351,TENNIE,72240,72
30897,69001,AFFOUX,69170,69
30898,69118,LOIRE SUR RHONE,69700,69
30899,59303,HERLIES,59134,59
30900,67344,OBERHOFFEN LES WISSEMBOURG,67160,67
30901,29146,MELGVEN,29140,29
30902,14034,AVENAY,14210,14
30903,51355,MASSIGES,51800,51
30904,62778,SARS LE BOIS,62810,62
30905,72171,LOUZES,72600,72
30906,48029,LE BORN,48000,48
30907,09256,ST BAUZEIL,09120,09
30908,03306,LE VERNET,03200,03
30909,40144,LARBEY,40250,40
30910,65371,PRECHAC,65400,65
30911,02720,SISSONNE,02150,02
30912,41002,ANGE,41400,41
30913,28166,FRIAIZE,28240,28
30914,89262,MOLOSMES,89700,89
30915,73311,LE VERNEIL,73110,73
30916,52227,GRAFFIGNY CHEMIN,52150,52
30917,32380,ST GRIEDE,32110,32
30918,39026,AUGERANS,39380,39
30919,75104,PARIS 04,75004,75
30920,21341,LANTILLY,21140,21
30921,93070,ST OUEN SUR SEINE,93400,93
30922,34231,ROMIGUIERES,34650,34
30923,17157,FENIOUX,17350,17
30924,53043,BREE,53150,53
30925,33501,SAUCATS,33650,33
30926,51167,COOLE,51320,51
30927,53147,MAYENNE,53100,53
30928,12195,REBOURGUIL,12400,12
30929,27185,CRESTOT,27110,27
30930,21549,ST GERMAIN LE ROCHEUX,21510,21
30931,67197,HINDISHEIM,67150,67
30932,70356,MONTBOILLON,70700,70
30933,90010,BELFORT,90000,90
30934,31347,MOLAS,31230,31
30935,17354,ST LEGER,17800,17
30936,69002,AIGUEPERSE,69790,69
30937,74235,ST GERMAIN SUR RHONE,74910,74
30938,28232,MANOU,28240,28
30939,91411,LES MOLIERES,91470,91
30940,24348,RAZAC D EYMET,24500,24
30941,83112,ST CYR SUR MER,83270,83
30942,51163,CONGY,51270,51
30943,14209,CROUAY,14400,14
30944,38152,ECLOSE BADINIERES,38300,38
30945,74126,FESSY,74890,74
30946,22366,TREMEL,22310,22
30947,09031,AXIAT,09250,09
30948,25186,CUSSEY SUR L OGNON,25870,25
30949,37281,VOUVRAY,37210,37
30950,62325,FAUQUEMBERGUES,62560,62
30951,71153,LE CREUSOT,71200,71
30952,79108,DOUX,79390,79
30953,25517,ST GORGON MAIN,25520,25
30954,51279,GRANGES SUR AUBE,51260,51
30955,62064,AVESNES LES BAPAUME,62450,62
30956,02406,LANDRICOURT,02380,02
30957,60680,VILLENEUVE SUR VERBERIE,60410,60
30958,64560,VIVEN,64450,64
30959,46207,MONTREDON,46270,46
30960,39175,COYRON,39260,39
30961,56161,PLOEMEL,56400,56
30962,90061,LAMADELEINE VAL DES ANGES,90170,90
30963,42054,CHATELNEUF,42940,42
30964,14467,NORON L ABBAYE,14700,14
30965,2A269,SARI SOLENZARA,20145,2A
30966,81259,ST JULIEN GAULENE,81340,81
30967,21566,ST PIERRE EN VAUX,21230,21
30968,93079,VILLETANEUSE,93430,93
30969,37148,MARIGNY MARMANDE,37120,37
30970,37121,JAULNAY,37120,37
30971,25029,AUBONNE,25520,25
30972,16223,MONTBRON,16220,16
30973,56060,LES FOUGERETS,56200,56
30974,86160,MIREBEAU,86110,86
30975,80793,VIGNACOURT,80650,80
30976,39335,MOISSEY,39290,39
30977,70059,BEAUMOTTE AUBERTANS,70190,70
30978,57337,HOSTE,57510,57
30979,65199,GERM,65240,65
30980,71217,GERMOLLES SUR GROSNE,71520,71
30981,54235,GOVILLER,54330,54
30982,35350,VERGEAL,35680,35
30983,64115,BERROGAIN LARUNS,64130,64
30984,38508,TORCHEFELON,38690,38
30985,12204,LA ROQUE STE MARGUERITE,12100,12
30986,81018,ARTHES,81160,81
30987,88504,VICHEREY,88170,88
30988,65441,THEBE,65370,65
30989,17265,NIEULLE SUR SEUDRE,17600,17
30990,27376,LOUYE,27650,27
30991,46145,LACHAPELLE AUZAC,46200,46
30992,26113,DIE,26150,26
30993,31228,GRAGNAGUE,31380,31
30994,15204,ST PAUL DES LANDES,15250,15
30995,44066,GRANDCHAMP DES FONTAINES,44119,44
30996,37015,AZAY SUR CHER,37270,37
30997,65011,LES ANGLES,65100,65
30998,2A348,VICO,20118,2A
30999,24036,BERBIGUIERES,24220,24
31000,03203,PARAY LE FRESIL,03230,03
31001,07159,MIRABEL,07170,07
31002,21706,VILLOTTE SUR OURCE,21400,21
31003,13096,SAINTES MARIES DE LA MER,13460,13
31004,89195,GRON,89100,89
31005,50149,COUVILLE,50690,50
31006,03238,ST HILAIRE,03440,03
31007,84134,TRAVAILLAN,84850,84
31008,30224,LA ROUVIERE,30190,30
31009,35357,VILLAMEE,35420,35
31010,63373,ST MAIGNER,63330,63
31011,36101,LUANT,36350,36
31012,66138,PEYRESTORTES,66600,66
31013,76593,ST JEAN DE LA NEUVILLE,76210,76
31014,26293,ST AVIT,26330,26
31015,69208,ST GERMAIN NUELLES,69210,69
31016,51076,BOURSAULT,51480,51
31017,07268,ST MARTIN D ARDECHE,07700,07
31018,33162,EYSINES,33320,33
31019,71282,MARMAGNE,71710,71
31020,71126,CHEVAGNY LES CHEVRIERES,71960,71
31021,79163,MAIRE LEVESCAULT,79190,79
31022,38283,ORIS EN RATTIER,38350,38
31023,76437,MEULERS,76510,76
31024,54075,BIONVILLE,54540,54
31025,24481,ST PAUL LA ROCHE,24800,24
31026,21010,ALOXE CORTON,21420,21
31027,11231,MEZERVILLE,11410,11
31028,09073,CAMARADE,09290,09
31029,62145,BOIRY NOTRE DAME,62156,62
31030,38222,MASSIEU,38620,38
31031,08102,CHAPPES,08220,08
31032,59358,LOOBERGHE,59630,59
31033,70125,CHAMPVANS,70100,70
31034,89131,CRUZY LE CHATEL,89740,89
31035,48179,ST PRIVAT DU FAU,48140,48
31036,89386,SENNEVOY LE HAUT,89160,89
31037,32324,PONSAN SOUBIRAN,32300,32
31038,65442,THERMES MAGNOAC,65230,65
31039,77513,VILLENOY,77124,77
31040,54313,LETRICOURT,54610,54
31041,24285,MONTAGNAC LA CREMPSE,24140,24
31042,37258,THIZAY,37500,37
31043,63196,LIMONS,63290,63
31044,31236,HERRAN,31160,31
31045,80366,FRICOURT,80300,80
31046,03113,FERRIERES SUR SICHON,03250,03
31047,77449,SERRIS,77700,77
31048,65205,GOUAUX,65240,65
31049,68096,FRANKEN,68130,68
31050,45021,BARVILLE EN GATINAIS,45340,45
31051,14762,VIRE NORMANDIE,14500,14
31052,35225,PLESDER,35720,35
31053,31183,FIGAROL,31260,31
31054,37220,ST GERMAIN SUR VIENNE,37500,37
31055,59560,SECLIN,59113,59
31056,76038,AUTHIEUX RATIEVILLE,76690,76
31057,39420,PIMORIN,39270,39
31058,14318,GRAYE SUR MER,14470,14
31059,25263,GELLIN,25240,25
31060,70415,POLAINCOURT ET CLAIREFONTAINE,70210,70
31061,56075,GUER,56380,56
31062,51550,SOMPUIS,51320,51
31063,16181,LESSAC,16500,16
31064,88028,LA BAFFE,88460,88
31065,85134,MALLIEVRE,85590,85
31066,76548,RY,76116,76
31067,57657,SOTZELING,57170,57
31068,52540,VITRY EN MONTAGNE,52160,52
31069,53262,SOULGE SUR OUETTE,53210,53
31070,37178,PANZOULT,37220,37
31071,59596,TILLOY LEZ MARCHIENNES,59870,59
31072,67178,GUNGWILLER,67320,67
31073,28245,MESLAY LE GRENET,28120,28
31074,07044,BROSSAINC,07340,07
31075,52047,BEURVILLE,52110,52
31076,38109,CHOZEAU,38460,38
31077,70484,SECENANS,70400,70
31078,02721,SISSY,02240,02
31079,08435,TAGNON,08300,08
31080,25486,REMORAY BOUJEONS,25160,25
31081,27485,QUILLEBEUF SUR SEINE,27680,27
31082,28136,ECLUZELLES,28500,28
31083,71244,JOUVENCON,71290,71
31084,09130,GANAC,09000,09
31085,80423,HAVERNAS,80670,80
31086,51212,DOMMARTIN LETTREE,51320,51
31087,04118,MELVE,04250,04
31088,46041,CADRIEU,46160,46
31089,15021,BOISSET,15600,15
31090,25539,SELONCOURT,25230,25
31091,33330,POMPIGNAC,33370,33
31092,14491,PARFOURU SUR ODON,14310,14
31093,23116,MAINSAT,23700,23
31094,50588,TAMERVILLE,50700,50
31095,38236,MIRIBEL LES ECHELLES,38380,38
31096,71266,LUCENAY L EVEQUE,71540,71
31097,21266,FLACEY,21490,21
31098,01044,BILLIAT,01200,01
31099,55430,RIBEAUCOURT,55290,55
31100,30032,BEAUCAIRE,30300,30
31101,73088,COHENNOZ,73400,73
31102,71077,CHAMBILLY,71110,71
31103,21084,SOURCE SEINE,21690,21
31104,64548,UZAN,64370,64
31105,27151,CHARLEVAL,27380,27
31106,65179,FRECHENDETS,65130,65
31107,27138,CHAMBLAC,27270,27
31108,38538,LE VERSOUD,38420,38
31109,69194,ST DIDIER AU MONT D OR,69370,69
31110,47264,ST PARDOUX ISAAC,47800,47
31111,53201,ST BERTHEVIN,53940,53
31112,21333,LABRUYERE,21250,21
31113,66093,LAROQUE DES ALBERES,66740,66
31114,68033,BETTENDORF,68560,68
31115,54521,THIL,54880,54
31116,70039,AUTOREILLE,70700,70
31117,50487,ST JAMES,50240,50
31118,59646,WASQUEHAL,59290,59
31119,76378,JUMIEGES,76480,76
31120,32128,ESTIPOUY,32300,32
31121,37011,AVOINE,37420,37
31122,61164,LA FERRIERE BECHET,61500,61
31123,91547,ST ESCOBILLE,91410,91
31124,15059,CUSSAC,15430,15
31125,62526,LONGUEVILLE,62142,62
31126,16206,MANSLE LES FONTAINES,16230,16
31127,33088,CAMPS SUR L ISLE,33660,33
31128,60118,CAISNES,60400,60
31129,40151,LESGOR,40400,40
31130,37230,ST OUEN LES VIGNES,37530,37
31131,09065,BOUSSENAC,09320,09
31132,14552,RYES,14400,14
31133,32233,MARCIAC,32230,32
31134,71458,ST MARTIN LA PATROUILLE,71460,71
31135,50425,RAUVILLE LA BIGOT,50260,50
31136,49112,LE COUDRAY MACOUARD,49260,49
31137,89206,JOIGNY,89300,89
31138,87036,CHAMPSAC,87230,87
31139,60283,GOUY LES GROSEILLERS,60120,60
31140,85120,LANDEVIEILLE,85220,85
